time,title,content,href
2020/03/06 14:53,"갤럭시펫, 독일 고양이사료 '레오나르도' 국내 유통 개시",반려동물 복합매장 갤럭시펫(대표 윤성경)이 독일의 프리미엄 고양이 사료 '레오나르도'의 국내 유통을 개시한다. 레오나르도는 대부분의 고양이들이 육분보다는 생육을 좋아하기에 생육을 포함한 엄선된 재료를 선정하여 기존 제품을 품질을 개선한 새로...,http://www.koreadognews.co.kr/news/view.php?no=2753
2020/03/03 12:32,"로얄캐닌 코리아, ‘맞춤영양사료 무료체험 프로그램’ 런칭",펫사료 브랜드 로얄캐닌이 3월 2일부터 반려동물의 나이 및 품종에 따른 다양한 제품을 무료로 경험할 수 있는 ‘맞춤영양사료 무료체험 프로그램’을 시작한다. ‘맞춤영양사료 무료체험 프로그램’은 사료를 구매하기 전 로얄캐닌 제품의 효과를 미리 경험할 수 ...,http://www.koreadognews.co.kr/news/view.php?no=2744
2020/02/25 13:27,"닥터아이앤비, PDT 기술을 통한 반려동물 염증치료 첫선 보여","닥터아이앤비㈜(대표, 송영규)는 국내는 물론 세계 최초로 PDT(광역학) 기술을 이용하여 동물의 염증치료에 효과적인 레이저 치료기와 의약외품인 PhotoCure를 지난 2월 22~23일 열린 동물의료기술 전문 박람회인 CAMEX 2020에 첫선을 보여 관련 업체와 동물병원 수의사 의료진...",http://www.koreadognews.co.kr/news/view.php?no=2729
2020/02/18 12:48,"버디펫, 습식간식 ‘캣시피’, 와디즈 크라우드 펀딩 1,034% 달성","버디펫(대표이사 조범석)이 크라우드 펀딩 플랫폼 와디즈(Wadiz)에서 신제품 ‘캣시피’를 첫 공개하고 1,034%라는 성공적으로 펀딩을 종료했다. 이번 펀딩은 전북대학교 창업지원단이 주최하고 인트윈이 운영한 ‘2019 전북대학교 창업지원단 크라우드 펀딩 지원사업...",http://www.koreadognews.co.kr/news/view.php?no=2714
2020/02/17 10:45,"반려동물의 장수 비법, 건강한 치아 관리",어느새 우리 삶의 일부분이 되어버린 반려동물. 사람의 즐거움을 위한 소유물이라는 의미가 강했던 ‘애완동물’에서 인생의 동반자라는 의미인 ‘반려동물’로 지칭되는 것만 보아도 삶의 반려자로서 대우하자는 인식의 변화를 느낄 수 있다. 많은 반려동물 보호자들...,http://www.koreadognews.co.kr/news/view.php?no=2707
2020/02/12 15:58,"멍멍닷컴, 펫 드라이용품 '페스니즈' 출시","펫스타트업체 멍멍닷컴(김성식, 이성호 대표)이 오는 17일 GS홈쇼핑에서 '펫스니즈' 펫 드라이용품을 새롭게 선보인다고 12일 밝혔다. '펫스니즈' 드라이용 타올은 멍멍닷컴이 자체 개발한 100% 국내산 최고급 극세사 원단으로 제작하여 일반 타올보...",http://www.koreadognews.co.kr/news/view.php?no=2695
2020/02/11 00:56,"러쉬, 호주 산불 피해 야생동물을 위한 코알라 비누 출시","2월 11일 화요일, 영국 프레쉬 핸드메이드 코스메틱 브랜드 러쉬(LUSH)가 호주 산불로 피해 입은 야생동물과 자연을 위해 보디 솝 ‘올 더 와일드 띵스(All The Wild Things)’ 출시한다. 지난해 9월부터 이어진 산불로 1,100만 헥타르의 호주 숲과 그곳에 서식하고 있던 10억 마리 ...",http://www.koreadognews.co.kr/news/view.php?no=2691
2020/02/10 12:03,"이피아, 반려동물 냄새 원인 제거 탈취제 선보여",이피아는 복합효소와 환경 촉매를 기술을 이용해 산업용 및 생활환경 개선 제품을 만드는 회사로 현재 급부상하는 반려동물 산업에 부응하여 반려동물용 탈취제와 살균제 제품을 선보이고 있다. 집에서 반려동물과 함께 생활하면서 위생과 청결에 대해서 많...,http://www.koreadognews.co.kr/news/view.php?no=2689
2020/01/08 09:27,반려견 개껌에 건강을 담았다!!! 스타덴탈츄 3종 출시,"에코펫위드가 치석 제거, 치주질환 예방과 영양간식 역할까지 고려한 기능성 스타덴탈츄(덴탈껌)를 출시해 화제를 모으고 있다. '스타덴탈츄'는 타임지가 선정한 세계 10대 수퍼푸드인 연어와 귀리, 블루베리, 브로콜리 등 건강한 재료로 만들어 ▶피부피모...",http://www.koreadognews.co.kr/news/view.php?no=2644
2019/12/20 13:11,"펫테크 '핏펫', 반려동물 소변검사키트 ‘Ahead’ 홈쇼핑 진출","핏펫은 반려동물 소변검사키트 ""Ahead""를 홈쇼핑 채널인 신세계TV쇼핑을 통해 판매한다고 19일 밝혔다. 이번 방송은 오는 21일 오후 5시 24분부터 한 시간 동안 진행될 예정이다. Ahead 는 체외검사키트와 ICT를 융합해 영상처리기술과 알고리즘을 통해 손쉽고 간편...",http://www.koreadognews.co.kr/news/view.php?no=2609
2019/12/17 12:17,"루브립, 강아지 투명 입마개 '마우스 핏' 선보여...",반려견의 발톱관리나 털 관리 등 강아지 미용은 이제 선택 아닌 필수가 됐다. 하지만 많은 강아지가 미용 시 평소보다 예민해지기 마련이다. 물론 미용 후 간식으로 보상을 주는 등 적응 훈련을 거치지만 강아지들이 항상 내 마음같지는 않다. 그래서 전문가들은 입 ...,http://www.koreadognews.co.kr/news/view.php?no=2598
2019/12/05 14:18,"동원F&B, 캐나다산 프리미엄 펫푸드 ‘뉴트람’ 국내 출시",천연·홀리스틱 등급의 캐나다 프리미엄 펫푸드 브랜드 ‘뉴트람’ 한국 정식 출시 연어 오일·석류·강황 등 30여가지 다양한 천연원료로 최적의 조합 개발 뉴트람 애견용 5종∙애묘용 4종의 기능성 건식 펫푸드 출시 동원 F&amp;B(대표이사 김재옥)가 캐나다의 프...,http://www.koreadognews.co.kr/news/view.php?no=2561
2019/12/04 10:48,반려견이 영화를 보며 팝콘을 먹는다고?,"영화 '마이펫의 이중생활', '내 어깨 위 고양이 밥', '하치' 등 반려동물을 소재로 한 영화가 참 많다. 특히 이런 영화를 보고 있노라면 영화 중간에 나의 강아지 이름을 한번 쯤 불러본 경험도 많은 것이다. 영화 속 강아지를 보며 근처에서 잠자고 ...",http://www.koreadognews.co.kr/news/view.php?no=2552
2019/11/18 11:37,"반려동물 전문 기업 드림펫푸드, 신제품 ‘드림캣’ 2종 출시","18일 반려동물 식품 전문 기업 드림펫푸드는 ‘드림캣 사료’와 ‘드림캣 캔’ 신제품 2종을 출시했다고 밝혔다. ‘드림캣 사료와 ’드림캣 캔‘은 장내 미생물 환경을 이롭게 도와주도록 설계되고 단백질 흡수가 용이해 면역력, 활력증진 및 윤택한 피모에 도...",http://www.koreadognews.co.kr/news/view.php?no=2504
2019/11/06 10:59,물어뜯는 반려동물 꼼짝마!,"주식회사 시소퍼블릭릴레이션즈(멜슨)는 행동 교정 스프레이인 미국의 그래닉스비터애플을 수입해 11일부터 판매한다고 6일 밝혔다. 그래닉스비터애플은 가누나 벽, 털 등을 물어뜯는 개, 고양이 기타 반려동물의 나쁜 행동을 교정시켜줄 수 있는 스프레이다. 반려동...",http://www.koreadognews.co.kr/news/view.php?no=2472
2019/10/18 15:51,이제 반려견과 맥주로 소통하자!~,"벨기에 밀맥주 호가든(Hoegaarden)이 맥주 브랜드 최초로 국내 반려견을 위한 전용 무알코올 맥주 '펫비어'를 한정 출시한다고 16일 밝혔다. 원료로는 오렌지껍질의 향긋한 향료와 고구마, 옥수수, 보리 등을 가미해 향과 고소한 맛을 잡았다. 비타민 A, B2, C, D...",http://www.koreadognews.co.kr/news/view.php?no=2417
2019/10/18 11:39,'미스터 펫자' 반려동물을 위한 피자 출시!,"미스터피자가 업계 최초로 반려견, 반려묘를 위한 피자 '미스터펫자(Mr.petzza)를 지난 3일 선보였다. 피자를 주문하고 먹을때 항상 애견의 눈치를 봐야했던 경험을 가진 견주들에겐 희망의 메시지다. pet치블스와 pet페퍼로니 2종으로 출시됐으며, 미스터피자의...",http://www.koreadognews.co.kr/news/view.php?no=2415
2019/09/11 10:07,이젠 강아지도 고양이도 전용 태블릿 시대!,"혼자 집에 있는 강아지는 뭘 하고 있을까? 이제 이런 질문은 더 이상 낯설지 않다. 이미 강아지와 고양이의 안정을 위한 기능성 콘텐츠를 서비스하는 채널이 전 세계 두 개 있는데, 그 중 하나가 순수 국내 채널인 해피독TV다. 강아지나 고양이의 안정을 ...",http://www.koreadognews.co.kr/news/view.php?no=2349
2019/09/09 10:48,"쿠쿠 넬로 펫 에어샤워 앤 드라이룸, 맞춤 서비스 도입에 매출도 쑥",종합 건강 생활가전 기업 쿠쿠전자(대표이사 구본학)가 지난 6월 론칭한 라이프스타일 펫 브랜드 ‘넬로(Nello)’의 첫 제품인 ‘펫 에어샤워 앤 드라이룸’의 인기가 심상치 않다. 쿠쿠전자에 따르면 넬로의 펫 에어샤워 앤 드라이룸의 7월 판매량은 전월 대비 165.6% ...,http://www.koreadognews.co.kr/news/view.php?no=2313
2019/09/09 10:35,반려동물 전용 세탁세제 ‘뽀솜’ 런칭,반려동물 피부를 생각한 생각한 식물 유래 성분의 프리미엄 세탁세제 ‘뽀솜’이 출시되었다. 사람에 비해 반려동물의 피부는 5배가 얇고 체온이 높아 조금만 세정력이 과하거나 성분이 맞지 않을 경우 각종 질환에 쉽게 노출될수 있다고 한다. 뽀솜 세제는 ...,http://www.koreadognews.co.kr/news/view.php?no=2312
2019/09/09 10:28,반려동물 기대수명 연장 솔루션 “퓨어네이쳐” 출시,"맛과 영양 안전 기본에 충실한 사료 퓨어네이쳐(purenature) 3종이 출시되어 8월부터 서울, 수도권의 오프라인 매장과 동물병원을 시작으로 순조로운 입점이 시작되었다. 퓨어네이쳐(purenature) 사료는 무엇보다도 반려동물이 잘 먹는 사료를 만드는데 중점을 두...",http://www.koreadognews.co.kr/news/view.php?no=2311
2019/09/09 10:20,"힐스, 처방식 사료 ’GI 바이옴’ 국내 발매","생물학 기반 반려동물 영양 분야의 글로벌 리더인 힐스펫뉴트리션 코리아(이하 힐스 코리아)가 10년 이상의 마이크로바이옴 연구를 통해 탄생한 새로운 처방식 사료, ‘GI(Gastrointestinal) 바이옴’을 국내 출시한다. 장내 마이크로바이옴과 시너지 효과를 일으키는 프리바이...",http://www.koreadognews.co.kr/news/view.php?no=2310
2019/08/07 15:43,"로얄캐닌, 프리미엄 라인 ‘반려견 건강기능사료’ 라인업 확대",로얄캐닌의 프리미엄 라인 ‘건강기능사료’ 6종 확대 출시,http://www.koreadognews.co.kr/news/view.php?no=2285
2019/07/03 17:32,반려견을 위한 최상의 사료 ‘뉴트리웰 그레인 프리’ 리뉴얼 출시!,"제일펫푸드의 뉴트리웰 그레인 프리가 리뉴얼되어 출시되었다. 곡류를 배제하고 육류를 강화했으며, 스파우트캡으로 더욱 신선하게 보관이 가능해진 점 등이 눈에 띈다. 제일펫푸드 측은 리뉴얼된 뉴트리웰 그레인 프리에 대해 사랑하는 반려견을 위한 최상의 사...",http://www.koreadognews.co.kr/news/view.php?no=2249
2019/07/02 18:35,"믿을 수 있는 안전 영양간식, ‘논다’ 전복 애견간식","엄선된 신선한 원료, 진심과 정성. ‘논다’의 모든 제품은 반려동물만을 위한 생각에서 출발해 최상의 맛과 최고의 영양을 담아 생산한다. 논다 전복 반려견 천연수제간식은 영양과 칼로리가 완벽한 전복과 각종 육류, 야채를 순수하게 배합해 진공포장한 믿을 수 ...",http://www.koreadognews.co.kr/news/view.php?no=2250
2019/06/11 14:52,"메디푸드글로벌, 눈물자국 개선 기능성 간식 ‘눈물싹싹’ 출시","㈜메디푸드글로벌은 반려견용 눈물자국 개선용 기능성 간식 ‘눈물싹싹’을 천연물 소재로 개선해 출시했다고 밝혔다. 국내는 반려동물 천만가구시대에 진입했으며, 특히 흰색 계통의 반려견이 유난히 많은데 흰색 반려견 세 마리 중 두 마리는 눈물자국과 눈물번...",http://www.koreadognews.co.kr/news/view.php?no=2211
2019/05/24 01:21,"편리한 형제의 샤워기 혁신, ‘1초 샤워기’ 정식 판매",수많은 특허를 지닌 아이디어 천재 ‘편리한 형제’가 반려견 목욕시 편리하게 사용할 수 있는 샤워프리 ‘1초 샤워기’의 정식 판매를 오픈마켓 등을 통해 시작했다고 밝혔다. 1초 샤워기는 손잡이 뒤쪽에 실리콘 흡착판이 있어 반려견 목욕 도중 비누칠을 ...,http://www.koreadognews.co.kr/news/view.php?no=2183
2019/05/15 18:15,"바복스, 기도 압박 없이 편한 반려견 하네스 출시","반려견용품 브랜드 바복스가 반려견의 편안함과 보호자의 편리성을 모두 갖춘 디자인의 하네스를 출시했다. 바복스에서 이번에 출시한 하네스는 일반적인 하네스와 달리 반려견의 목부분을 압박하지 않고, 산책시 리드줄을 당겼을 때 가해지는 힘이 가슴...",http://www.koreadognews.co.kr/news/view.php?no=2163
2019/05/01 18:58,건강하고 자연스런 피모를 위한 ‘펫에스테 바이오’ 시리즈,"펫에스테 바이오 시리즈(Pet Esthé Bio Series)는 반려동물에게 ‘식물의 자연 치유력을 전하기’ 위해 개발된 제품으로, 유기농 화장품에 대한 글로벌 인증 점유율의 80%를 차지하는 가장 큰 유기농 인증기관인 에코서트(ECOCERT)가 승인한 세계 최초의 에코펫케어 오가닉(Eco P...",http://www.koreadognews.co.kr/news/view.php?no=2140
2019/05/01 13:24,"반려동물이 행복한 건조, 조아펫 온열브러쉬","반려동물을 목욕시킨 뒤 털을 건조시키기 위해서 드라이어를 사용하는 보호자들이 많다. 이렇게 드라이어를 사용해 반려견의 털을 건조시킬 경우 드라이어의 뜨거운 바람과 70~85dB에 달하는 소음으로 인해 반려동물은 큰 스트레스를 받게 되며, 목욕과 드라이를 싫...",http://www.koreadognews.co.kr/news/view.php?no=2139
2019/05/01 10:59,반려동물용 런닝머신 ‘펫링’ 출시,"(주)한국코스믹라운드(대표이사 박범진)가 3년여에 걸친 펫시장 조사와 제품연구로 반려견, 반려묘의 건강을 위한 달리기 솔루션 ‘펫링’을 출시한다고 밝혔다. ‘펫링’은 반려견과 반려묘 전용 운동기구로, 실내운동을 통해 부족한 산책을 보완하고 재활...",http://www.koreadognews.co.kr/news/view.php?no=2138
2019/04/26 00:25,"'약사가 만든' 페피테일, 케이펫페어에서 첫발 내딛다","약사가 만든 반려동물 브랜드 페피테일이 지난 3월 29일부터 31일까지 서울 학여울역 세텍에서 개최된 케이펫페어 서울에 참가해 반려동물 보호자들과 첫인사를 나눴다. 페피테일은 지난해 11월 론칭된 반려동물 브랜드로, 이번 케이펫페어에 반려동물 스킨케어 제...",http://www.koreadognews.co.kr/news/view.php?no=2133
2019/04/16 19:00,"울지마마이펫, ’찰랑이미스트’ 출시",상위 1% 프리미엄 반려견 피모 케어 기대돼,http://www.koreadognews.co.kr/news/view.php?no=2101
2019/04/16 18:12,"㈜이너프코리아, ‘그린벨’ 강아지 사료 출시",사람이 먹는 원료로 만든 홀리스틱 프리미엄급 강아지 사료,http://www.koreadognews.co.kr/news/view.php?no=2099
2019/04/16 17:33,"하림펫푸드, ‘밥이보약’ 런칭 본격 판매","전국 이마트 입점, 본격 판매 개시",http://www.koreadognews.co.kr/news/view.php?no=2098
2019/04/03 13:54,"소중한 교감, 반려견 음성인식 웨어러블 ‘펫펄스’ 출시","무게 25g, 무해한 실리콘 재료로 안전성과 착용 편리성 담아",http://www.koreadognews.co.kr/news/view.php?no=2081
2019/03/21 18:47,"식스스텝, 면역력 강화 항산화 영양제 '울트라 안티옥시던트‘ 출시",반려동물 면역력 강화와 항암 효과에 탁월한 도움 기대,http://www.koreadognews.co.kr/news/view.php?no=2064
2019/02/21 17:23,‘영양과 맛’을 동시에 챙기세요!,"퍼피랑키티랑, 기능성 껌(유산균, 오메가3, 덴탈) 대세",http://www.koreadognews.co.kr/news/view.php?no=2010
2019/01/10 04:32,"제이디자인, 고양이를 위한 원목 화장실 출시","반려동물 가구 전문업체 제이디자인에서 냥이의 청결한 생활을 도와주는 고양이 원목 화장실을 출시하였다. 원목 화장실의 목재는 북유럽, 중국의 산간지방에서 자라는 ‘레드파인’종의 소나무로 추운지방 특성상 성장속도가 느려 나이테가 좁고 촘촘하여 아름답고 ...",http://www.koreadognews.co.kr/news/view.php?no=1983
2019/01/08 16:06,"브라보펫, 몽글이펫 러닝머신 출시",프리미엄 반려동물용품 전문할인몰 브라보펫에서 소형견부터 대형견까지 두루 사용할수 있는 펫러닝머신 7종을 출시하였다. 애견의 운동시간이 많지않거나 산책을 자주 시켜주지 못한 이유로 비만등의 건강문제까지 염려가되고 있는 상황에서 최근 출시된 몽글이펫러...,http://www.koreadognews.co.kr/news/view.php?no=1975
2019/01/08 00:26,강아지· 고양이 냄새저감을 돕는 영양제 닥터페트라 ‘제로스멜솔루션’,"메디컬 펫 브랜드 닥터페트라가 국제특허출원 천연추출물이 함유된 처방식 고양이·강아지영양제 ‘제로스멜솔루션’을 출시했다.닥터페트라의 솔루션라인은 수의사, 영양학자, 미국 Dr.Vetvicka 연구소와 공동연구협약을 통해 영양학적 황금비 배합기술이 적용된 제품이다...",http://www.koreadognews.co.kr/news/view.php?no=1971
2018/11/08 15:13,"펫월드, 펫에그(PetAg)사의 강아지와 고양이 유동식 ‘독슈어’와 ‘캣슈어","국내에서는 KMR초유로 알려진 80년 노하우의 전문기업 펫에그(PetAg)사의 강아지와 고양이 유동식 ‘독슈어’와 ‘캣슈어’가 펫월드에서 출시됐다. ‘독슈어’와 ‘캣슈어’는 AAFCO(Association of American Feed Control Officials: 미국사료협회)가 권장하는 성견, 성묘의 ...",http://www.koreadognews.co.kr/news/view.php?no=1876
2018/10/01 21:12,"동원F&B, 뉴트리플랜 애견 건사료 2종 출시",동원F&amp;B가 애견시장에 주식(主食) 형태의 펫푸드를 처음 선보인다. 그간 애묘 시장에 집중했다면 앞으로는 애견 펫푸드로도 카테고리를 확대해 나간다. 동원F&amp;B는 동원이 직접 잡은 참치와 크릴새우를 비롯해 직접 만든 동원 천지인 홍삼분말을 담은 고급 애견 ...,http://www.koreadognews.co.kr/news/view.php?no=1838
2018/09/13 02:49,"오션, 짜먹는 고양이간식 ‘캣찹’ 출시","반려동물 간식제조기업 오션에서 고양이 간식 ‘캣찹’을 출시하였다. 최근 차오츄루의 인기에 힘입어 많은 츄루제품이 나오고 있는 가운데 오션의 캣찹은 그레인프리, 무항생제, 무방부제 제품으로 올리고당을 넣어 고양이의 건강까지 고려하였다고 한다. 캣찹은 참...",http://www.koreadognews.co.kr/news/view.php?no=1824
2018/09/11 10:57,애견시장에 불어오는 동결건조 간식 바람,"최근 북미를 비롯 유럽을 중심으로 ‘동결건조(Freeze Dried)’ 반려동물 식품 시장의 성장세가 뚜렷하다. 이는 나의 반려동물에게 자연의 원료를 신선한 상태에서 그대로 동결건조하여 급여함으로써 육류 자체의 성상, 즉 색상과 형태 등을 그대로 유지할 뿐 아니라 맛과 영...",http://www.koreadognews.co.kr/news/view.php?no=1821
2018/09/06 13:51,"포켄스, 뉴트리션트릿 면역&영양 신제품 출시",펫생활건강 전문기업 ‘포켄스(Forcans)’에서 최근 반려동물과 반려동물 보호자의 니즈를 반영해 반려견의 면역력 관리와 영양공급을 위한 뉴트리션트릿 면역&amp;영양 제품을 새롭게 출시했다. 새롭게 출시된 뉴트리션트릿 면역&amp;영양은 충남대학교 수의대학 ...,http://www.koreadognews.co.kr/news/view.php?no=1819
2018/09/06 13:25,"포켄스, 뉴트리션트릿 면역&영양 신제품 출시",글로벌 펫생활건강 전문기업 ‘포켄스(Forcans)’가 반려견의 면역력 관리와 영양공급을 위한 뉴트리션트릿 면역&amp;영양 제품을 새롭게 출시했다. 이번에 출시된 뉴트리션트릿 면역&amp;영양은 충남대학교 수의대학 임상병리학 연구팀과 공동 개발한 영양 간식으...,http://www.koreadognews.co.kr/news/view.php?no=1818
2018/09/04 19:53,"제일사료, 아이디얼레시피 크레이지파워 신제품 출시.","신선한 고기로 활력을 증진시켜주는 반려동물 육포간식 ‘아이디얼레시피 크레이지 파워’가 출시되었다. 기존 아이디얼레시피 크레이지파워의 네추럴제품과 클래식 제품의 인기에 힘입어 치킨과 오리, 연어를 주원재료로 ‘크레이지 파워’시리즈 3종이 추가되었다...",http://www.koreadognews.co.kr/news/view.php?no=1811
2018/08/24 19:44,지금까지 이런 모래는 없었다. 슈퍼 프리미엄 고양이모래 ‘오더캅‘,고양이모래 전문기업 (주)아로펫에서 슈퍼 프리미엄 고양이모래 ‘오더캅’을 출시했다. 모래 속에 방치된 분변은 박테리아가 번식하여 암모니아가 생성되기 쉽다. 이 과정에서 고양이 분변 특유의 견딜 수 없는 악취가 시작 된다. 오더캅은 허브와 과일향을 ...,http://www.koreadognews.co.kr/news/view.php?no=1803
2018/08/24 15:59,"보레알(BOREAL), 그레인 프리 고양이 주식 캔 출시",캐나다 최고의 사료를 만들기 20년 이상 반려동물의 건강을 증진시키는데 전념해 온 보레알에서 고양이 주식 캔을 출시했다. 보레알은 고양이 전연령대에 적합한 AAFCO고양이 음식 영양소 기준에 맞추어 레시피가 설계되고 생산 되고 있다. 주로 캐나다산 원료...,http://www.koreadognews.co.kr/news/view.php?no=1802
2018/08/23 20:00,보스턴 프리미엄 반려동물 간식 브랜드 ‘폴카독베이커리’ 국내 런칭,"주식회사 퍼플네스트(대표 유지수)에서 전개하는 보스턴 프리미엄 반려동물 간식 브랜드 ‘폴카독베이커리(Polkadog Bakery)’가 8월 24일 국내 정식 런칭한다. 국내에서 ‘폴카독베이커리’의 수입 판권을 확보한 것은 퍼플네스트가 처음으로, 지금까지는 해외직구나...",http://www.koreadognews.co.kr/news/view.php?no=1800
2018/08/20 18:05,"애견음료의 원조 ‘펫스웨트’, 업그레이드 제품 ‘펫스웨트 플러스’ 출",일본의 프리미엄 브랜드를 수입 유통하고 있는 예원통상에서 기존의 펫 스웨트에서 업그레이드 된 ‘펫 스웨트 플러스’를 출시하였다. 펫 스웨트 플러스는 수분과 미네랄을 빠르게 보충해주며 요로 건강유지에 도움을 주는 체액에 가까운 이온음료로 크랜베리와 염화...,http://www.koreadognews.co.kr/news/view.php?no=1796
2018/08/13 00:31,네츄럴코어신.제.품출시!,"출시전부터많은반려인으로부터기대를한몸에받았던 짜먹는 기능성 애견간식 러비츄 3종(면역, 관절, 피모)이 출시되었다. 프리바이오틱스, 글루코사민, 오메가3와 같은 면역, 관절, 피모에 좋은 원료를 첨가 하였고, 뛰어난맛으로 여름철 무더위에 입맛이 없는 애견들에게 훌륭한 선물이 될 예정이다. 특히 ...",http://www.koreadognews.co.kr/news/view.php?no=1777
2018/07/24 16:05,하림펫푸드 더:베터 출시,"지난 17년 100% 휴먼그레이드 펫푸드(Pet Food) ‘더:리얼(The Real)’과 ‘더:리얼(THE REAL)’의 그레인프리 라인을 출시, 시장에 화제를 불러일으켰던 하림펫푸드가 ‘더:베터 (THE Better)’ 라인 제품을 출시 했다. 신규 출시되는 ‘더:베터’ 는 기존 ‘더:리얼’ 제품과 마찬가...",http://www.koreadognews.co.kr/news/view.php?no=1743
2018/07/24 16:03,"펫토리아, 애견의류 브랜드 ‘앨리스디’ 출시",반려동물 커머스 전문 기업 펫토리아에서 애견의류 브랜드 ‘앨리스디’를 런칭하였다. 앨리스디는 애견이 편안하게 입을 수 있는 심플하고 세련된 디자인에 피부에 자극을 주지 않는 면소개로 착용시 안정감을 주도록 디자인을 하였다. 앨리스디 사이즈는 S / SM / M / L...,http://www.koreadognews.co.kr/news/view.php?no=1742
2018/07/24 16:00,"건국대 수의학과 박희명 교수, 퍼플빈과 반려동물 전용 펫 두유 ‘메디밀 DH","건국대학교 수의학과 박희명 교수팀이 반려동물 식음료기업 (주)퍼플빈(대표:최성갑)과 공동으로 반려동물 전용 건강두유 메디밀 DHA’신제품을 출시한다. 건국대 LINC+사업단의 산학공동기술개발과제를 통해 세계최초 반려동물 전용 두유를 출시한 이후, 두 번째 제품이다...",http://www.koreadognews.co.kr/news/view.php?no=1741
2018/07/13 00:59,"진짜가 나타났다! 먼지잡은 고양이모래 ""더스트몬"" 출시",고양이모래 전문기업 아로펫에서 최상급 고양이모래 브랜드 ‘더스트몬’을 출시했다. 더스트몬은 벤토나이트 모래의 문제점으로 지적되고 있는 사막화 현상과 먼지날림 문제를 해결해줄 수 있는 제품으로 아로펫 관계자는 ‘먼지를 잡는다는 컨셉으로 제품이름...,http://www.koreadognews.co.kr/news/view.php?no=1735
2018/07/13 00:40,"펫토리아 캣스크래쳐 브랜드 ‘한발뚝딱’, 28종 스크래쳐 선보여",소중한 반려묘를 위한 기분좋은 선택이라는 슬로건으로 고양이스크래쳐 ‘한발뚝딱’브랜드를 런칭한 펫토리아에서 28종의 고양이 스크래쳐를 선보였다. 스크래쳐 단일브랜드로 가장 많은 제품을 출시한 ‘한발뚝딱’ 시리즈는 다양한 디자인에 오크나 월넛의 색깔...,http://www.koreadognews.co.kr/news/view.php?no=1734
